China,25XXXX 26XXXX 27XXXX,QINGDAO (SHANDONG) ,"16, Mou Ping Lu.",,+86 532 286 0002,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,20XXXX,SHANGHAI (SHANGHAI) ,"276, Bei Suzhou Lu",,+86 21 6324 8822,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,11XXXX 12XXXX,SHENYANG (LIAONING) ,"78, Bei Zhan Lu",,+86 24 252 7654,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,51XXXX 52XXXX,SHENZHEN (GUANGDONG),,,+86 755 340 0125,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,05XXXX 06XXXX 07XXXX,SHIJIAZHUANG (HEBEI) ,"1, Gong Li Jie",,+86 311 705 5407,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,43XXXX 44XXXX,WUHAN (HUBEI) ,"14, Shanghai Lu",,+86 27 281 0828,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,83XXXX,WULUMUQI (XINJIANG),,,+86 991 585 2499,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,35XXXX 36XXXX,XIAMEN (FUJIAN) ,"6, Hu Bin Nam Lu",,+86 592 205 2408,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,81XXXX,XINING (QINGHAI) ,"1, Xi Da Jie",,+86 971 824 7877,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,75XXXX,YINCHUAN (NINGXIA) ,"2, Min Zu Bei Jie",,+86 951 604 1496,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,45XXXX 46XXXX 47XXXX,ZHENGZHOU (HENAN) ,"80, Yi Ma Lu",,+86 371 696 9400,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,51XXXX 52XXXX,ZHUHAI (GUANGDONG),,,+86 756 222 5315,,3/2,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,ARMENIA ,Carrera 19 Calle 19 Esquina Quindio,,+57 67 440290,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,BARRANCABERMEJA ,C11. 9 Cra. 11 Esq.P.2 Santander,,+57 76 222711,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,BARRANQUILLA ,Cra. 44 N.o 38-26 Atlantico,,+57 58 416014,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,BOGOTA ,Cra. 8a. Calle 12 Cundinamarca,,+57 1 2696100,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,BUCARAMANGA ,C11 36 N.o 17-75 Santander,,+57 1 2681960,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,CALI ,Calle 10 Carrera 6a. Valle,,+57 23 830797,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,CARTAGENA ,Sector La Macarena Bolivar,,+57 53 652270,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,CUCUTA ,Av. O Calle 10 y 11 Santander,,+57 70 20791,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,FLORENCIA ,Principal Caquet�,,+57 88 352783,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,IBAGUE,C11.14 N.o 3A-34 Tolima,,+57 82 643053,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,MANIZALES ,Cra. 23 Calle 21/22 Caldas,,+57 68 842350,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,MEDELLIN ,Calle 49 N.o 49-73 Antioquia,,+57 4 2315090,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,PEREIRA ,Calle 19 N.o 6-11 Risaralda,,+57 63 351663,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,S ANDRES ,Av. Am�ricas N.o 2-63 Isla,,+57 81 124196,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,S MARTA ,Calle N.o 13 N.o 5-25 Magdalena,,+57 58 451580,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,,BRAZZAVILLE ,Agence EMS -EXPRESS,,+242 810330,,3,,0700-1800,0700-1200,-,0700-1800,0700-1800,0700-1800,0700-1800,0700-1800,0700-1200,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,,RAROTONGA ,Telecom Cook Island Ltd. (TCI) P.O. Box 106 Avarua,,+682 29680,,3/2,,N,N,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,54-1000,SAN JOSE ,"Radiogr�fica Costarricense S.A. Calle 1a., Avenida 5",,+506 2 223 16 09; +506 2 233 79 32,,3,,0700-2200,0700-2000,0700-2000,0700-2200,0700-2200,0700-2200,0700-2200,0700-2200,0700-2000,0700-2000,0700-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABENGOUROU ,Bureau de poste,,+225 35 91 31 99,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABIDJAN ANGOULVANT ,Angoulvant Si�ge EMS - CI,,+225 20 22 45 03,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABIDJAN-BAD,Bureau de poste,,+225 20 22 10 89,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABIDJAN 01,Bureau de poste,,+225 20 22 10 88,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABIDJAN 17,Bureau de poste,,+225 20 22 10 90,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,ABIDJAN 20,Bureau de poste,,+225 20 22 53 19,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivore,,BOUAKE 01,Bureau de poste,,+225 30 63 39 46,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
