China,11XXXX 12XXXX,SHENYANG (LIAONING) ,"78, Bei Zhan Lu",,+86 24 252 7654,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,51XXXX 52XXXX,SHENZHEN (GUANGDONG),,,+86 755 340 0125,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,05XXXX 06XXXX 07XXXX,SHIJIAZHUANG (HEBEI) ,"1, Gong Li Jie",,+86 311 705 5407,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,43XXXX 44XXXX,WUHAN (HUBEI) ,"14, Shanghai Lu",,+86 27 281 0828,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,83XXXX,WULUMUQI (XINJIANG),,,+86 991 585 2499,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,35XXXX 36XXXX,XIAMEN (FUJIAN) ,"6, Hu Bin Nam Lu",,+86 592 205 2408,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,81XXXX,XINING (QINGHAI) ,"1, Xi Da Jie",,+86 971 824 7877,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,75XXXX,YINCHUAN (NINGXIA) ,"2, Min Zu Bei Jie",,+86 951 604 1496,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,45XXXX 46XXXX 47XXXX,ZHENGZHOU (HENAN) ,"80, Yi Ma Lu",,+86 371 696 9400,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
China,51XXXX 52XXXX,ZHUHAI (GUANGDONG),,,+86 756 222 5315,,2-Mar,,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700 Monday to Sunday no service on public holidays,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,0800-1700,-,,,,,
Colombia,,ARMENIA ,Carrera 19 Calle 19 Esquina Quindio,,+57 67 440290,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,BARRANCABERMEJA ,C11. 9 Cra. 11 Esq.P.2 Santander,,+57 76 222711,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,BARRANQUILLA ,Cra. 44 N.o 38-26 Atlantico,,+57 58 416014,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,BOGOTA ,Cra. 8a. Calle 12 Cundinamarca,,+57 1 2696100,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,BUCARAMANGA ,C11 36 N.o 17-75 Santander,,+57 1 2681960,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,CALI ,Calle 10 Carrera 6a. Valle,,+57 23 830797,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,CARTAGENA ,Sector La Macarena Bolivar,,+57 53 652270,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,CUCUTA ,Av. O Calle 10 y 11 Santander,,+57 70 20791,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,FLORENCIA ,Principal Caquet�,,+57 88 352783,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,IBAGUE,C11.14 N.o 3A-34 Tolima,,+57 82 643053,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,MANIZALES ,Cra. 23 Calle 21/22 Caldas,,+57 68 842350,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,MEDELLIN ,Calle 49 N.o 49-73 Antioquia,,+57 4 2315090,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,PEREIRA ,Calle 19 N.o 6-11 Risaralda,,+57 63 351663,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,S ANDRES ,Av. Am�ricas N.o 2-63 Isla,,+57 81 124196,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Colombia,,S MARTA ,Calle N.o 13 N.o 5-25 Magdalena,,+57 58 451580,,3,,0800-2000,0800-2000,0900-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0800-2000,0900-2000,0900-2000,,,,,
Congo,,BRAZZAVILLE ,Agence EMS -EXPRESS,,+242 810330,,3,,0700-1800,0700-1200,-,0700-1800,0700-1800,0700-1800,0700-1800,0700-1800,0700-1200,-,-,,,,,
Cook Islands,,RAROTONGA ,Telecom Cook Island Ltd. (TCI) P.O. Box 106 Avarua,,+682 29680,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Costa Rica,54-1000,SAN JOSE ,"Radiogr�fica Costarricense S.A. Calle 1a., Avenida 5",,+506 2 223 16 09; +506 2 233 79 32,,3,,0700-2200,0700-2000,0700-2000,0700-2200,0700-2200,0700-2200,0700-2200,0700-2200,0700-2000,0700-2000,0700-2000,,,,,
Cote d'Ivore,,ABENGOUROU ,Bureau de poste,,+225 35 91 31 99,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,ABIDJAN ANGOULVANT ,Angoulvant Si�ge EMS - CI,,+225 20 22 45 03,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,ABIDJAN-BAD,Bureau de poste,,+225 20 22 10 89,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,ABIDJAN 01,Bureau de poste,,+225 20 22 10 88,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,ABIDJAN 17,Bureau de poste,,+225 20 22 10 90,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,ABIDJAN 20,Bureau de poste,,+225 20 22 53 19,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,BOUAKE 01,Bureau de poste,,+225 30 63 39 46,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,MAN,Bureau de poste,,+225 33 79 15 90,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,S PEDRO,Bureau de poste,,+225 34 71 20 67,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Cote d'Ivore,,YAMOUSSOUKRO,Bureau de poste,,+225 30 64 03 57,,Information not available,,0730-1200; 1430-1800,,,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,0730-1200; 1430-1800,,,,,,,,
Croatia,10000,ZAGREB ,Branimirova 4,,+385 1 484 0353,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Cuba,,HABANA ,Oficina Central,,+53 762 5605,,2-Mar,,0700-2130,0700-2130,1330-2130,0700-2130,0700-2130,0700-2130,0700-2130,0700-2130,0700-2130,1330-2130,1330-2130,,,,,
Cuba,,HABANA LIBRE ,Oficina Habana Libre,,+53 732 8722,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Czech Rep,602 00,BRNO,,,+420 5 4221 7130,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,BOLIVAR GUARANDA ANDINATEL S.A.,,,+593 3 298 0357,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,BOLIVAR SAN MIGUEL ANDINATEL S.A.,,,+593 3 298 9111,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,CARCHI TULCÁN ANDINATEL S.A.,,,+593 6 298 1000,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,CARCHI RUMICHACA ANDINATEL S.A.,,,+593 6 298 1745,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,CHIMBORAZO RIOBAMBA ANDINATEL S.A.,,,+593 3 294 3150,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,ESMERALDAS ESMERALDAS ANDINATEL S.A.,,,+593 6 272 8810,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,ESMERALDAS ATACAMES ANDINATEL S.A.,,,+593 6 273 1106,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,COTOPAXI LATACUNGA ANDINATEL S.A.,,,+593 3 281 0141,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,IMBABURA IBARRA ANDINATEL S.A.,,,+593 6 264 1065,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,IMBABURA OTAVALO ANDINATEL S.A.,,,+593 6 292 0452,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,NAPO TENA ANDINATEL S.A.,,,+593 6 288 6106,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,PASTAZA PUYO ANDINATEL S.A.,,,+593 3 288 5140,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,PICHINCHA SANTO DOMINGO ANDINATEL S.A.,,,+593 2 276 0256,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,TUNGURAHUA AMBATO ANDINATEL S.A.,,,+593 3 241 0010,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,TUNGURAHUA AMBATO ANDINATEL S.A.,,,+593 3 282 3114,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO IÑAQUITO ANDINATEL S.A.,,,+593 2 226 4461,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO CENTRO ANDINATEL S.A.,,,+593 2 258 0221,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO CUMANDA ANDINATEL S.A.,,,+593 2 258 2020,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO GAMAON ANDINATEL S.A.,,,+593 2 223 8179,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO DORAL ANDINATEL S.A.,,,+593 2 256 6114,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO COTOLAO ANDINATEL S.A.,,,+593 2 253 5586,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Ecuador,,QUITO VILLA FLORA ANDINATEL S.A.,,,+593 2 265 9234,,2-Mar,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (POST),11599,CAIRO,Intelpost Service,,+20 2 3904250; +20 2 3923886,,3,,0000-2400 Saturday to Thursday no service Friday and public holidays,0000-2400 Saturday to Thursday no service Friday and public holidays,0000-2400 Saturday to Thursday no service Friday and public holidays,N,N,N,N,-,N,N,-,,,,,
Egypt (TELECOM),,Elteraa,,,+20 2 22054002,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,"Shoubra Alkhema 1,2",,,+20 2 44713100,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Shoubra Alkhema 3,,,+20 2 44459841,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Shoubra Misr,,,+20 2 22046486,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Ramsis,,,+20 2 25789024,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Eltahreer,,,+20 2 25780979,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Alfy,,,+20 2 25897635,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Bab El Sharia,,,+20 2 25931843,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Galaa,,,+20 2 25748571,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Kalaa,,,+20 2 25111826,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Mahatet Misr,,,+20 2 25749131,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Bab El Louk,,,+20 2 27948974,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Roda Exchange,,,+20 2 23681898,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Magles El Shaab,,,+20 2 27962452,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Zamalik,,,+20 2 27381505,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Mahatet El Maadi,,,+20 2 23585873,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Maadi 3,,,+20 2 25260035,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Helwan Exchange,,,+20 2 25547849,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Dar El Salam,,,+20 2 27162857,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,May,,,+20 2 25512358,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Port Said (main),,,+20 66 3333816,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Port Fouad (main),,,+20 66 3414661,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Zhoor,,,+20 66 3606997,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Moubark,,,+20 66 3721910,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Arish (main),,,+20 68 3352650,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Rafah,,,+20 68 3302460,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Dahiyet Al Salam,,,+20 68 3326124,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El ismailia (main),,,+20 64 3327896,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Dokki,,,+20 2 33364431,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Mohandseen,,,+20 2 33030169,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Embaba El Moshtarak,,,+20 2 33031891,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,6-Oct,,,+20 2 38314475,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El omrania,,,+20 2 35602375,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El hawamdia Exchange,,,+20 2 38118685,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Nadi Madinet Nasr,,,+20 2 22620934,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Misr Al Gadida,,,+20 2 22400921,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Mataria Exchange,,,+20 2 22518757,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Marg Exchange,,,+20 2 24380438,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Badr,,,+20 2 28640835,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Almaza Exchange,,,+20 2 22917606,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Elkobba Exchange,,,+20 2 22564458,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Salah Eldeen,,,+20 2 22908792,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Manshiyet El Bakry,,,+20 2 22570025,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El sheraton,,,+20 2 22673880,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Nadi Alshams,,,+20 2 26236496,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Rekaba Al Edaria,,,+20 2 24184866,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Alameria Exchange,,,+20 2 22840187,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Alnozha 1 Exchange,,,+20 2 22950044,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Alnozha 3 Exchange,,,+20 2 26974809,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Mall El Matar,,,+20 2 22678339,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Quena Al Mostagada,,,+20 96 5331722,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Nagaa Hamadi Balad,,,+20 96 6595770,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Luxor Al Namozagia,,,+20 95 2380913,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Winter Palace,,,+20 95 2371001,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Armant El Balad,,,+20 96 2623029,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Beni Suef El Balad,,,+20 82 2328807,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Mahata,,,+20 82 2314606,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al wasta,,,+20 82 2513659,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Naser,,,+20 82 5825072,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al feshn,,,+20 82 7663344,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Beba,,,+20 82 4401377,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Samasta,,,+20 82 7600352,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Ahnasya,,,+20 82 5721853,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Baroot,,,+20 82 2173466,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Horria,,,+20 84 6301313,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Moustafa Kamel,,,+20 84 6344004,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Ebshaway,,,+20 84 6712905,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Senoras,,,+20 84 6903134,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Tamiah,,,+20 84 6611784,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Atsa,,,+20 84 6414242,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Koom osheem el senae,,,+20 84 6210004,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Minia Mahata,,,+20 86 2343792,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Malawi,,,+20 86 2638621,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Abou Korkas,,,+20 86 2423405,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Deer Mowas,,,+20 86 2015520,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Samalout,,,+20 86 7715166,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Matai,,,+20 86 3920600,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Beni Mazar,,,+20 86 7826222,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Magaga,,,+20 86 7553666,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al adwah,,,+20 86 7462666,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Tour sinai,,,+20 69 3773175,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Sharm El Sheikh,,,+20 69 3660015,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Dahab,,,+20 69 3641011,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Nowabaa El Balad,,,+20 69 3500063,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Menaa Nowabaa,,,+20 69 3520302,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Gomrok Nowabaa,,,+20 69 3520660,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Taba,,,+20 69 3530008,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,St. catherine,,,+20 69 3470065,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Ras Sedr,,,+20 69 3402559,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Abou Zenema,,,+20 69 3420488,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Abou Redees,,,+20 69 3441201,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Dahar,,,+20 65 3545746,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Seiahy,,,+20 65 3440023,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Safaga,,,+20 65 3257048,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Kossier,,,+20 65 3337528,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Suez Al omomy,,,+20 62 3322506,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Salam,,,+20 62 3511439,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Aswan (main),,,+20 97 2315931,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Draow,,,+20 97 4730926,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Kom ombo Al mostagada,,,+20 97 3514621,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Edfo Balad,,,+20 97 4714399,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,El Mansoura (main),,,+20 50 2331911,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Al Zagazig(main),,,+20 55 2364628,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Dammietta(main),,,+20 57 340523,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Kafr Eldawar Balad,,,+20 45 2222414,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
Egypt (TELECOM),,Karf el Sheikh Exchange,,,+20 47 325000,,3,,N,N,N,N,N,N,N,N,N,N,N,,,,,
