FIN,Finland,Finlande,Finlandia,芬兰 ,Финляндия ,فنلندا ,Oy Nevatel Ltd.,Sörnäisten Rantatie 27 A,FIN-00500 HELSINKI,,NEVA,Ben Mellin,+358 9 4247 0010,+358 9 4247 0020,ben.mellin@nevatel.fi
FIN,Finland,Finlande,Finlandia,芬兰 ,Финляндия ,فنلندا ,RSLCom Findland Oy,Metsänneidonkjuja 12,FIN - 02130 ESPOO,,RSLFIN,Auvo Somppi,+358 9 4242 00,+358 9 4242 2280,auvo.somppi@rslcom.fi
FIN,Finland,Finlande,Finlandia,芬兰 ,Финляндия ,فنلندا ,Sonera Corporation,Teollisuuskatu 15,FIN-00510 HELSINKI,,SONERA,Tuomo Kokkila,+358 2040 2525,+358 2040 2811,
FIN,Finland,Finlande,Finlandia,芬兰 ,Финляндия ,فنلندا ,Song Networks Oy,PO Box 100,FIN-00094 SONG,,SONGN,Reijo Ryytty,+358 30 994 4650,+358 30 994 4699,reijo.ryytty@songnetworks.fi
FIN,Finland,Finlande,Finlandia,芬兰 ,Финляндия ,فنلندا ,Teldamatic Oy,Uudenmaanmkatu 12 A 10,FIN - 05800 HYVINKAA,,TELDA,Arkady Zlobin,+358 19 450 370,+358 19 453 530,zlobin.arkady@kolumbus.fi
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,3U Telecom,"12,Avenue de l'Arche",F-92419 COURBEVOIE CEDEX,,3UTL,Armin Lambrich,+33 1 46 91 89 24,+33 1 46 91 88 00,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,ADP Télécom,"Roissy Pôle Le Dôme 4, rue de la Hay",F-95732 ROISSY CDG CEDEX,,ADPT,B. Nahoum,+33 1 70 03 85 00,+33 1 70 03 85 01,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Afripa Telecom,"38, rue des Jeûneurs",F-75002 PARIS,,AFRI,Muriel Bruyas,+33 1 55 34 73 73,+33 1 55 34 73 74,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Altitude,"1, rue François Perroux",F-76130 MONT-SAINT-AIGNAN,,ALTI,Jean Paul Riviere,+33 2 35 60 66 06,,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Atos Multimedia,Z.I. Rue de la Pointe,F-59113 SECLIN,,ATOS,André-Marie Regnaut,+33 3 20 60 79 79,+33 3 20 32 52 22,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Bouygues Telecom,"20, Quai du Point du Jour",F-92640 BOULOGNE BILLANCOURT,,BOUY,Benoît Bertin,+33 1 41 09 52 71,+33 1 58 17 97 92,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Cable & Wireless France,"Tour Neptune 20, Place de la Seine",F-92086 PARIS LA DEFENCE CEDEX,,CAWI,Florence Updegraff,+33 1 55 70 12 00,+33 1 55 70 12 01,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Cegetel,"1, Place Carpeaux",F-92915 PARIS LA DEFENSE CEDEX,,CGTL,Eric Avizou,+33 1 71 08 85 28,+33 1 71 07 64 60,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Colt Télécommunications France,"25, Rue de Chazelles",F-75017 PARIS,,COLT,Jean-Baptiste Gagliardi,+33 1 70 99 55 00,+33 1 70 99 55 01,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Completel,"9-11, alléedDe l'Arche",F-92671 COURBEVOIE CEDEX,,COMP,Jérôme de Vitry d'Avaucourt,+33 1 72 92 20 00,+33 1 72 92 26 27,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Dolphin Telecom,13-15 rue Jeanne Braconnier,F-92360 MEUDON-LA-FORET,,DOLF,Christophe Renaud,+33 1 40 83 30 00,+33 1 40 83 30 30,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,E*Messages Wireless Informations Services France,12 rue du Docteur Audigier,F-78150 LE CHESNAY,,EMES,Hugues Ferreboeuf,+33 1 39 23 48 48,+33 1 39 23 48 82,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Easynet,"69, rue Beaubourg",F-75003 PARIS,,EASY,Denis Planat,+33 1 44 54 70 00,+33 1 44 54 70 01,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Equant Telecommunications,"190, avenue de France",F-75013 PARIS,,EQNT,Laurent Barbe,+33 1 46 46 20 00,+33 1 46 46 90 01,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Estel,"26c, Boulevard du Président Wilson, BP 318",F-67008 STRASBOURG CEDEX 9,,ESTL,Alain Sgrazzutti,+33 3 90 22 40 80,+33 3 69 22 40 08,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Firstmark Communications France,"28, rue Cambaceres",F-75008 PARIS,,FIRS,François Jaclot,+33 1 55 27 68 00,+33 1 55 27 68 10,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,France Citevision,"5, rue Léonard de Vinci",F-45000 ORLEANS LA SOURCE,,FCTV,Roger Doire,+33 2 38 25 04 40,+33 2 38 25 04 41,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,France Telecom,"6, Place d'Alleray",F-75505 PARIS CEDEX 15,,FRTE,Jean Daniel Lallemand,+33 1 44 44 00 25,+33 1 44 44 03 45,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Free Telecom,"24, rue Emile Ménier",F-75116 PARIS,,FREE,Cyril Poidatz,+33 1 56 26 20 00,+33 1 56 26 03 11,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Infomobile,"Immeuble le Crystal, 6 Rue Hèléne Boucher",F-78286 GUYANCOURT CEDEX,,INFM,Philippe Montagner,+33 1 30 60 11 12,+33 1 30 60 11 99,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Interoute Communications France,16-18 Rue Rivay,F-92300 LEVALLOIS-PERRET,,INRT,Claire Audin,+33 1 55 46 57 00,+33 1 55 46 57 02,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Kertel S.A.,5/7 Rue du Delta,F-75009 PARIS,,KTEL,Bertrand Dolbeau,+33 1 72 30 50 00,+33 1 72 30 50 10,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Level 3 Communications,"20, Avenue André Prothin",F-92400 COURBEVOIE,,LEV3,Barbara Nedjar,+33 810 73 39 95,+33 1 70 81 10 50,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Louis Dreyfus Communication,"1, Square Chaptal",F-92569 LEVALLOIS CEDEX,,LDCO,Christophe Roy,+33 1 58 63 14 65,+33 1 58 63 10 44,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,MFS Communications S.A.,100-101 Terrasse Boieldieu,F-92042 PARIS LA DEFENSE CEDEX,,MFS,Laurent Papiernik,+33 1 53 75 74 99,+33 1 53 75 82 09,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Neuf telecom,"1, Square Chaptal",F-92309 LEVALLOIS,,9TEL,Christophe Roy,+33 1 58 63 14 65,+33 1 58 63 10 44,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Orange France,41-45 Boulevard Romain Rolland,F-92120 MONTROUGE,,ORNG,Didier Quillot,+33 1 55 22 22 22,,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Primus Telecommunications,"50, Boulevard du Colonel Fabien",F-94200 IVRY SUR SEINE,,PRIT,Denis Tribouillier,+33 800 333 999,,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Prosodie,150 Rue Galliéni,F-92100 BOULOGNE-BILLANCOURT,,PROS,Laurent Sibille,+33 1 46 84 11 11,+33 1 46 04 20 55,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Société Française du Radiotéléphone,"1, Place Carpeaux",F - 97915 PARIS LA DEFENCE CEDEX,,SFR,Eric Avizou,+33 1 71 08 85 28,+33 1 71 07 64 60,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Startec Phone Systems & Network,30 rue Mozart,F-92110 CLICHY,,PHON,François Caron,+33 1 41 40 30 00,+33 1 41 40 30 16,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Suez Lyonnaise Telecom,20 Place des Vins de France,F-75012PARIS,,SULY,François Jaclot,+33 1 53 44 81 81,+33 1 53 44 83 55,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,T-Systems Siris,54 Place de l'Ellipsé,F-92983 PARIS LA DEFENSE CEDEX,,SIRI,Olivier Campenon,+33 1 70 20 94 00,+33 1 70 20 94 94,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Tele2 France S.A.,"14, rue des frères Caudron, BP 103",F-78143 VELIZY CEDEX,,TEL2,Jean-Louis Constantza,+33 1 39 45 44 44,+33 1 39 45 44 00,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Telecom Développement,"Espace 21 Bâtiment 5, 50 Place de l'Ellipse",F-92985 PARIS LA DEFENSE CEDEX,,TEDE,Gilles Tremey,+33 1 55 23 91 00,+33 1 55 23 95 72,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Television Française 1,1 Quai du Point-du-Jour,F-92656 BOULOGNE BILLANCOURT,,TF1,Patrick Le Lay,+33 1 41 41 12 34,,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Tiscali Telecom,"10, rue Fructidor",F-93400 SAINT-OUEN,,TISC,Eric Denoyer,+33 1 41 66 77 00,,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,UPC France,12 Rue Albert Einstein,F-77420 CHAMPS-SUR-MARNE,,UPCF,Philippe Besnier,+33 1 70 00 70 07,+33 1 70 00 70 09,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,Western Telecom,88 Avenue Kléber,F-75016 PARIS,,WEST,Edmond Cohen,+33 1 56 26 27 00,+33 1 56 26 27 37,
FRA,France,France,Francia,法国 ,Франция ,فرنسا ,XTS Network,7 rue du Mont Valérien,F-92150 SURESNES,,XTSN,Pascal Bono,+33 1 55 49 38 38,+33 1 55 49 38 39,
REU,French Departments and Territories in the Indian Ocean,France de l'Océan indien,Departamentos y territorios franceses del Océano Indico,法国在印度洋的海外省和领地 ,Французские департаменты и территории в Индийском океане ,المقاطعات والأراضي الفرنسية في المحيط الهندي,Cegetel La Reunion,"21, rue Pierre Aubert ZI du Chaudron",F-97490 SAINTE-CLOTILDE,,CGRU,Jean Pierre Haggai,+262 262 48 19 70,+262 262 48 19 71,
REU,French Departments and Territories in the Indian Ocean,France de l'Océan indien,Departamentos y territorios franceses del Océano Indico,法国在印度洋的海外省和领地 ,Французские департаменты и территории в Индийском океане ,المقاطعات والأراضي الفرنسية في المحيط الهندي,Orange La Réunion,"35 Boulevard du Chaudron, BP 7431",F-97490 SAINTE CLOTILDE,,ORRU,Christophe Jan,+262 262 20 67 67,+262 262 20 66 19,
REU,French Departments and Territories in the Indian Ocean,France de l'Océan indien,Departamentos y territorios franceses del Océano Indico,法国在印度洋的海外省和领地 ,Французские департаменты и территории в Индийском океане ,المقاطعات والأراضي الفرنسية في المحيط الهندي,Société Réunionnaise du Radiotéléphone,21 Rue Pierre Aubert BP 17,F-97408 SAINT DENIS,,SRR,Jean Pierre Haggai,+262 262 48 19 70,+262 262 48 19 71,
REU,French Departments and Territories in the Indian Ocean,France de l'Océan indien,Departamentos y territorios franceses del Océano Indico,法国在印度洋的海外省和领地 ,Французские департаменты и территории в Индийском океане ,المقاطعات والأراضي الفرنسية في المحيط الهندي,XTS Network Ocean Indien,7 rue du Mont Valérien,F-92150 SURESNES,(France),XTIN,Pascal Bono,+33 1 55 49 38 38,+33 1 55 49 38 39,
GUF,French Guiana (French Department of),Guyane française (Département français de la),Guayana francesa (Departamento francés de la),法属圭亚那（法国海外省） ,Французская Гвиана (департамент Франции) ,غيانا الفرنسية (مقاطعة فرنسية) ,France Telecom,,,,FT,Claire Paponneau,,+33 1 43 42 55 20,
PYF,French Polynesia (Territoire français d'outre-mer),Polynésie française (Territoire français d'outre-mer),Polinesia francesa (Territoire français d'outre-mer),法属玻里尼西亚（法国海外领地） ,Французская Полинезия (заморская территория Франции) ,بولينيزيا الفرنسية (إقليم فرنسي ما وراء البحار) ,France Cables et Radio-FCR,"BP 99, Papeete",98713 TAHITI,,FCR,J. Szilagyi,+689 415404,+689 433495,
GAB,Gabonese Republic,Gabonaise (République),Gabonesa (República),加蓬共和国 ,Габонская Республика ,الجمهورية الغابونية ,Gabon Telecom,BP 2261,LIBREVILLE,,GOPT,Serge Essongue Ewampongo,+241 787156,+241 747168,
GMB,Gambia (Republic of the),Gambie (République de),Gambia (República de),冈比亚（共和国） ,Гамбия (Республика) ,غواديلوب (مقاطعة فرنسية) ,Gambia Telecommunications Company Ltd. (GAMTEL),PO Box 387; 3 Nelson Mandela Street,BANJUL,,GAMTEL,Saihou Njie,+220 422 9511,+220 420 1973,
GEO,Georgia,Géorgie,Georgia,格鲁吉亚 ,Грузия ,المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية ,Telecom Georgia Ltd.,9 April Street 2,TBILISI 380008,,TELGEO,,+995 32 294900,+995 32 934540,
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,[netzquadrat] Gesellschaft für Telekommunikation mbH,Gladbacher Strasse 74,40219 DUSSELDORF,,NQ,Ulf Hermann,+49 211 3020 3393,+49 211 6355 5593,herrmann@netzquadrat.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,1&1 Internet AG,Elgendorfer Strasse 57,56410 MONTABAUR,,1UND1,André Rochlitzer,+49 721 91374 4654,,andre.rochlitzer@1und1.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,1click2 Internet Services GmbH,Keplerstrasse 17,22763 Hamburg,,1C2ISG,Stefan Damms,+49 40 23517332,+49 40 23517329,support@1click2.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Accom Gesellschaft für Telekommunikations netze und dienstleistungen mbH u Co KG,Grüner Weg 100,D-52070 AACHEN,,ACCOM,R.A. Wilfried Boms,+49 241 91852 26,+49 241 91852 99,wilfried.boms@a1-net.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Ackermann & Pfetzing GbR,Stoelzinger Strasse 52,34286 Spangenberg,,APWDSL,Marco Ackermann,+49 5663 9469000,+49 5663 9469009,info@ap-wdsl.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,ACO Computerservice GmbH,Angersbachstrasse 14,34127 KASSEL,,ACO,Klaus Peter von Friedeburg,+49 561 98303 0,+49 561 98303 46,info@aco.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,AirData AG,Hauptstaetter Strasse 58,D-70178 STUTTGART,,AIRNET,Martin Anrdt,+49 711 96438 100,+49 711 96438 506,arndt@airdata.ag
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,amisol GmbH,Marktstrasse 13,87497 Wertach,,AMISOL,Marlene Blenk,+49 8365 791 4000,+49 8365 791 4010,mb@allgaeudsl.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,amplus AG,Technologiecampus 4,94244 Teisnach,,AMPLUS,Tobias Groeller,+49 9923 8045 100,+49 9923 8045 120,t.groeller@ccnst.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,AVAYA GmbH & Co. KG,Theodor-Heuss-Allee 112,60486 Frankfurt am Main,,AVAYA,,+49 69 7505 2540,+49 6408 61083 999,
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Bisping & Bisping GmbH & Co.KG,Spitalstrasse 21-24-26,91207 Lauf,,BISP,Johannes Bisping,+49 9123 9740 610,+49 9123 9740 97,info@bisping.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,BiTel Gesellschaft fuer Telekommunikation mbH,Berliner Strasse 260,33330 Guetersloh,,BITEL,Michael Jesdinsky,+49 521 51 7753,+49 521 51 7766,jesdinsky@bitel.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,BORnet GmbH,Ostlandstrasse 5,46325 BORKEN,,BORNET,Sven Herrmann,+49 2861 89060 625,+49 2861 89060 990,herrmann@bornet.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Breitbandnetz Sachsen GmbH,Bahnhofstrasse 4,01587 Riesa,,BBN,Sven Pforte,+49 170 7660035/+49 3525 5275 022,+49 3525 5275023,sven.pforte@breitbandnetz-sachsen.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,BT (Germany) GmbH & Co. OHG,Barthstrasse 4,80339 MUNICH,,BTG,Ursula Zillmer,+49 89 2600 8772,+49 89 2600 9972,ursula.zillmer@bt.com
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,BürgerBreitbandNetz GmbH & Co.KG,Dieselstrasse 1,25813 HUSUM,,BBNG,,+49 4841 9042880,+49 4841 9042888,
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,C.VITA GmbH,Daimlerstrasse 86,70372 Stuttgart,,CVITA1,Benjamin Alt,+49 711 20 30 4 430,+49 711 20 30 4 499,b.alt@c-vita.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Colt Technology Services GmbH,Herriotstrasse 4,60528 Frankfurt,,COLTDE,Sabine Hennig,+49 69 56606 6528,+49 69 56606 1200,sabine.hennig@colt.net
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Communication Services Tele2 GmbH,In Der Steele 39,40559 DUSSELDORF,,TEL2DE,Ulrich Krause,+49 211 74004 905,+49 211 74004 906,ulrich.krause@web.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Comulus AG,Roesnerstrasse 8,48155 Muenster,,COMULU,Dirk Walla,+49 251 29793 506,+49 251 29793 500,dirk.walla@comulus.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Concrete Logic GmbH,Wilhelm-Ruppert-Strasse 38,51147 Cologne,,CL,Dirk Steins,+49 2203 59055 10,+49 2203 59055 50,dirk.steins@concrete-logic.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Congstar GmbH,Weinsbergstrasse 70,50823 COLOGNE,,CONG,Karim Hadj-Ali,+49 221 57771 332,+49 221 57771 1332,karim.hadj-ali@congstar.net
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,D&T Internet GmbH,Frankenwerft 1,50667 Cologne,,DTI,Joern Dost,+49 221 969896 0,+49 221 969896 98,voice@dt-internet.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,DCC GmbH,Brunngartenstrasse 3,85221 Dachau,,DCC,-,+49 8131 7009 0,+49 8131 7009 60,info@dachau-citycom.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,DegNet GmbH,Westlicher Stadtgraben 20,94469 Deggendorf,,DEGNET,Florian Fuessl,+49 991 32020,+49 991 3202 888,hostmaster@degnet-gmbh.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,DeTeWe Communications GmbH,Zeughofstrasse 1,10997 Berlin,,DETEWE,Juergen Voege,+49 541 94400 17,+49 541 94400 817,juergen.voege@detewe.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Deutsche Glasfaser Business GmbH,Gewerbepark 18,49143 Bissendorf,,DGB,Sven Geiger,+49 4535 27999 27,+49 4535 27999 90,sven.geiger@deutsche-glasfaser.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Deutsche Glasfaser Wholesale GmbH,Gewerbepark 18,49143 Bissendorf,,DGW,Sven Geiger,+49 4535 27999 27,+49 4535 27999 90,sven.geiger@deutsche-glasfaser.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,Dierck Direktvertriebs GmbH,Preetzer Chaussee 55,24222 Schwentinental,,DIERCK,Ulrich Dietrich,+49 431 97449 456,+49 431 97449 55456,u.dietrich@dierck.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,DNS:NET Internet Service GmbH,Zimmerstrasse 23,10969 Berlin,,DNSNET,Henrik Martens-Erbach,+49 30 66765 167,+49 30 66765 499,henrik.martens-erbach@dns-net.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,DOKOM Gesellschaft für Telekommunikation mbH,Stockholmer Allee 24,44269 Dortmund,,DOKOM,Christoph Meckel,+49 231 930 4471,+49 231 930 9300,c.meckel@dokom21.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,dtms converting communication GmbH,Isaac-Fulda-Allee 5,55124 Mainz,,DTMS,Carsten Seefeld,+49 6131 4646 423,+49 6131 4646 222,carsten.seefeld@dtms.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,dus.net GmbH,Niederrheinstrasse 40 - 42,40474 Duesseldorf,,DUSNET,Udo Ries,+49 211 23704 147,+49 211 23704 144,udo.ries@dus.net
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,e.discom Telekommunikation GmbH,Erich-Schlesinger-Strasse 37,18059 Rostock,,EDISCO,Michael Gadow,+49 331 234 2217,+49 331 234 3840,gadow@ediscom.net
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,e.wa riss Netze GmbH,Freiburger Strasse 6,88400 BIBERACH,,EWA,Dorothea Polaczek,+49 7351 52906 210,+49 7351 52906 270,d.polaczek@ewa-netze.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,easybell GmbH,Charlottenstrasse 17,10117 Berlin,,EASYBL,Martin Huth,+49 30 8095 1222,+49 30 8095 1922,martin.huth@easybell.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,ecotel communication AG,Prinzenallee 11,40549 Duesseldorf,,ECOTEL,Susanne Jahn,+49 211 55007 732,+49 211 55007 5732,susanne.jahn@ecotel.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,EFN eifel-net Internet Provider GmbH,Bendenstrasse 31,53879 EUSKIRCHEN,,EFN,,+49 2251 9700 36,+49 2251 9700 37,
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,encoLine GmbH,Leibnizstrasse 73,07548 Gera,,ELINE,Maik Scheffel,+49 365 8337 410,+49 365 8337 599,ms@encoline.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,equada GmbH,Martinsweg 4,63755 Alzenau,,EQUADA,,+49 6023 9674140,+49 6023 9929999,
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,EWE TEL GmbH,Goebenstrasse 3 – 7,32052 HERFORD,,EWE,Peter Kuhnt,+49 441 8000 1941,+49 441 8000 1998,peter.kuhnt@ewe.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,EWE TEL GmbH,Goebenstrasse 3 – 7,32052 HERFORD,,EWEOWL,Kirstin Henke,+49 441 8800 1403,+49 441 8800 1998,kirstin.henke@ewe.de
DEU,Germany (Federal Republic of),Allemagne (République fédérale d'),Alemania (República Federal de),德意志（联邦共和国） ,Германия (Федеративная Республика) ,جمهورية ألمانيا الاتحادية ,FaciliCom International Germany,Windmühlstr. 1,D-60329 FRANKFURT,,FCI,Andreas Huenig,+49 69 310 890,+49 69 310 89111,
