DANEMARK,DENMARK,DINAMARCA,,,,,,,,,,,DK- -1),"1) The telegram service is no longer accepted and the telegram destination indicator has been deleted since 1.VII.2005. However, the two-letter code “DK” remains reserved.","1) Le service des télégrammes n’est plus accepté et l'indicateur de destination des télégrammes a été supprimé depuis le 1.VII.2005. Toutefois, le code en deux lettres «DK» reste réservé.","1) El servicio de telegramas deja de aceptarse y el indicador de destino de telegrama ha sido suprimido desde el 1.VII.2005. Sin embargo, el código de dos letras «DK» sigue reservado.",,,,,,,,
DIEGO GARCÍA,DIEGO GARCÍA,DIEGO GARCÍA,,,,,,,C&W – Cable and Wireless plc,,,,DG1),1) DIEGO GARCÍA is connected to the world telex network.,) DIEGO GARCÍA est connecté au réseau télex mondial.,1) DIEGO GARCÍA está conectado con la red télex mundial. ,Diego García,Diego García,Diego García,,,,,
DJIBOUTI,DJIBOUTI,DJIBOUTI,,,,,,,"Djibouti Telecom, Djibouti",,,,DJ- -,,,,,,,,,,,
DJIBOUTI,DJIBOUTI,DJIBOUTI,,,,,,,"Djibouti Telecom, Djibouti",,,,DJ- -,,,,All destinations,Toutes destinations,Toutes destinations,DJXX,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,Unrouted,,,,DU- -,,,,,,,,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,"GOVT – Dirección General de Telecomunicaciones, Santo Domingo",,,,DC- -,,,,,,,,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,"AACR – All America Cables and Radio, Inc.",,,,DI- -,,,,,,,,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,Mirador – Red Agencia Mirador,,,,DA- -,,,,,,,,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,Mirador – Red Agencia Mirador,,,,,,,,S. Domingo,S. Domingo,S. Domingo,--SI,,,,
DOMINICAINE (RÉP.),DOMINICAN REP.,DOMINICANA (REP.),,,,,,,Mirador – Red Agencia Mirador,,,,,,,,All others,Tous les autres,Todos los otros,--SX,,,,
DOMINIQUE,DOMINICA,DOMINICA,,,,,,,"C&W (WI) Ltd / Telecommunications of Dominica Limited, Roseau",,,,DO- -,,,,,,,,,,,
DOMINIQUE,DOMINICA,DOMINICA,,,,,,,"C&W (WI) Ltd / Telecommunications of Dominica Limited, Roseau",,,,DO- -,,,,All destinations,Toutes destinations,Todos los destinos,DODA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,,,,,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ABU HAMMAD SHARKIA,ABU HAMMAD SHARKIA,ABU HAMMAD SHARKIA,UNAB,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ABU KERKAS,ABU KERKAS,ABU KERKAS,UNAK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ABU TIG ,ABU TIG ,ABU TIG ,UNTG,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ALEXANDRIA / ALEXANDRIE,ALEXANDRIA / ALEXANDRIE,ALEXANDRIA / ALEXANDRIE,UNAA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ALEXANDRIE CENTRE,ALEXANDRIE CENTRE,ALEXANDRIE CENTRE,UNAX,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ALFEE,ALFEE,ALFEE,UNAF,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ARISH,ARISH,ARISH,UNAR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ASWAN,ASWAN,ASWAN,UNAS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ASYOUT,ASYOUT,ASYOUT,UNAT,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BALIANA,BALIANA,BALIANA,UNBL,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BEBA,BEBA,BEBA,UNBA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BEILA,BEILA,BEILA,UNBI,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BELBEIS,BELBEIS,BELBEIS,UNBE,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BENHA,BENHA,BENHA,UNBN,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BENI MAZAR,BENI MAZAR,BENI MAZAR,UNBZ,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BENI SUEF,BENI SUEF,BENI SUEF,UNBS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,BIRKET ELSABAA,BIRKET ELSABAA,BIRKET ELSABAA,UNBT,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DAIROUT,DAIROUT,DAIROUT,UNDR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DAKHALA,DAKHALA,DAKHALA,UNDK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DAMANHOUR,DAMANHOUR,DAMANHOUR,UNDM,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DAMIETTA,DAMIETTA,DAMIETTA,UNDT,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DEKERNESS,DEKERNESS,DEKERNESS,UNDE,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DESOUK,DESOUK,DESOUK,UNDS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,DYARB NIGM,DYARB NIGM,DYARB NIGM,UNDN,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,EDFOU,EDFOU,EDFOU,UNDF,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,EKHMIM,EKHMIM,EKHMIM,UNEK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,EL KOUSSIA,EL KOUSSIA,EL KOUSSIA,UNKA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,EL TOR,EL TOR,EL TOR,UNTR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ESNA,ESNA,ESNA,UNES,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ETAI ELBAROUD,ETAI ELBAROUD,ETAI ELBAROUD,UNBR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,FAQOUS,FAQOUS,FAQOUS,UNFQ,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,FARASKOUR,FARASKOUR,FARASKOUR,UNFK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,FAYOUM,FAYOUM,FAYOUM,UNFI,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,GERGA,GERGA,GERGA,UNGR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,GIZA,GIZA,GIZA,UNGZ,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,HAMOUL,HAMOUL,HAMOUL,UNHL,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,HURGHADA,HURGHADA,HURGHADA,UNHG,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ISMAILIA,ISMAILIA,ISMAILIA,UNIS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KAFR EL DAWAR,KAFR EL DAWAR,KAFR EL DAWAR,UNFD,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KAFR EL SHEIKH,KAFR EL SHEIKH,KAFR EL SHEIKH,UNKS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KAFR EL ZAYAT,KAFR EL ZAYAT,KAFR EL ZAYAT,UNKZ,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KENA,KENA,KENA,UNQN,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KHARGA,KHARGA,KHARGA,UNKR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KORBA,KORBA,KORBA,UNKB,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KOUM OMBU,KOUM OMBU,KOUM OMBU,UNKU,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,KOUS,KOUS,KOUS,UNKO,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,LUXOR,LUXOR,LUXOR,UNLO,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MAGAGA,MAGAGA,MAGAGA,UNMA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MALLAWY,MALLAWY,MALLAWY,UNMW,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MANFALOUT,MANFALOUT,MANFALOUT,UNML,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MANSOURA,MANSOURA,MANSOURA,UNMH,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MARAGHA,MARAGHA,MARAGHA,UNMR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MEHALLA EL KOBRA,MEHALLA EL KOBRA,MEHALLA EL KOBRA,UNMK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MENIA ELKAMH,MENIA ELKAMH,MENIA ELKAMH,UNKM,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MENOUF,MENOUF,MENOUF,UNMF,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MERSA MATRUH,MERSA MATRUH,MERSA MATRUH,UNMT,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MINIA,MINIA,MINIA,UNMN,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,MIT GHAMR,MIT GHAMR,MIT GHAMR,UNMG,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,NAGAA HAMADI TOWN,NAGAA HAMADI TOWN,NAGAA HAMADI TOWN,UNNG,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,NAKADA,NAKADA,NAKADA,UNNK,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,NOUABEI,NOUABEI,NOUABEI,UNNB,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,PORT SAID,PORT SAID,PORT SAID,UNPO,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,PORT SAID C,PORT SAID C,PORT SAID C,UNPP,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,QUESSNA,QUESSNA,QUESSNA,UNKN,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,RAS GHAREB,RAS GHAREB,RAS GHAREB,UNGA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SAMALLOUT,SAMALLOUT,SAMALLOUT,UNSM,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SHERBIN,SHERBIN,SHERBIN,UNSR,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SHIBIN ELKOM,SHIBIN ELKOM,SHIBIN ELKOM,UNSA,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SHIBIN ELKANATER,SHIBIN ELKANATER,SHIBIN ELKANATER,UNSM,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SINBELLAWEIN,SINBELLAWEIN,SINBELLAWEIN,UNSB,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SOHAG,SOHAG,SOHAG,UNSH,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SUEZ,SUEZ,SUEZ,UNSU,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,SUEZ C,SUEZ C,SUEZ C,UNSS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,TAHTA,TAHTA,TAHTA,UNTH,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,TALA,TALA,TALA,UNTL,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,TANTA,TANTA,TANTA,UNTT,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,TEMA,TEMA,TEMA,UNTM,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,WASTA,WASTA,WASTA,UNWS,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ZAGAZIG,ZAGAZIG,ZAGAZIG,UNZG,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,ZEFTA,ZEFTA,ZEFTA,UNZF,,,,
ÉGYPTE,EGYPT,EGIPTO,,,,,,,"Telecom Egypt, Cairo",,,,UN- -,,,,All others,Tous les autres,Todos los otros,UNCX,,,,
EL SALVADOR,EL SALVADOR,EL SALVADOR,,,,,,,"ANTEL – Administración Nacional de Telecomunicaciones, San Salvador",,,,SR- -,,,,,,,,,,,
EL SALVADOR,EL SALVADOR,EL SALVADOR,,,,,,,"ANTEL – Administración Nacional de Telecomunicaciones, San Salvador",,,,SR- -,,,,S Salvador San Salvador,S Salvador San Salvador,S Salvador San Salvador,SRSR,,,,
EL SALVADOR,EL SALVADOR,EL SALVADOR,,,,,,,"ANTEL – Administración Nacional de Telecomunicaciones, San Salvador",,,,SR- -,,,,All others,Tous les autres,Todos los otros,SRSX,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,,,,,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,ABU DHABI,ABU DHABI,ABU DHABI,EMAD,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Abu Hail,Abu Hail,Abu Hail,EMAH,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,AJMAN,AJMAN,AJMAN,EMAJ,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,AL AIN ABU DHABI,AL AIN ABU DHABI,AL AIN ABU DHABI,EMAL,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,DEIRA DUBAI,DEIRA DUBAI,DEIRA DUBAI,EMDE,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,DUBAI,DUBAI,DUBAI,EMDU,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,FUJAIRAH,FUJAIRAH,FUJAIRAH,EMFU,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Jebel Ali,Jebel Ali,Jebel Ali,EMLI,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Jumeirah,Jumeirah,Jumeirah,EMJM,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Kalba,Kalba,Kalba,EMKA,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Khor Fakkan,Khor Fakkan,Khor Fakkan,EMKI,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,RAS AL KHAIMAH,RAS AL KHAIMAH,RAS AL KHAIMAH,EMRK,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,SHARJAH,SHARJAH,SHARJAH,EMSH,,,,
ÉMIRATS ARABES UNIS,UNITED ARAB EMIRATES,EMIRATOS ÁRABES UNIDOS,,,,"  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","  Abu Dhabi, Ajman, Dubai,
  Fujairah, Ras Al Khaimah,
  Sharjah, Umm Al Quwain","Etisalat – The Emirates Telecommunications Corporation Ltd, Abu Dhabi",,,,EM- -,,,,Umm Al Quwain,Umm Al Quwain,Umm Al Quwain,EMQA,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,,,,,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Ambato Ecuador,Ambato Ecuador,Ambato Ecuador,EDTA,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Azogues,Azogues,Azogues,EDNA,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Babahoyo,Babahoyo,Babahoyo,EDRB,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Cuenca Ecuador,Cuenca Ecuador,Cuenca Ecuador,EDAC,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Esmeraldas Ecuador,Esmeraldas Ecuador,Esmeraldas Ecuador,EDES,,,,
EQUATEUR,ECUADOR,ECUADOR,,,,,,,"Emetel S.A. – Ecuador, Quito",,,,ED- -,,,,Guaranda Ecuador,Guaranda Ecuador,Guaranda Ecuador,EDBG,,,,
